MFR URL,Ref URL 1,Ref URL 2,Ref URL 3,Ref URL 4,Ref URL 5,PART_NUMBER,Dept,Class,Fine,SKU - MY_PART_NUMBER,Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf,MANUFACTURER_NAME,BRAND_NAME,TRADE_NAME,MANUFACTURER_PART_NUMBER,ALTERNATE_PART_NUMBER,Classpath,MOBILE_DESC,INVOICE_DESC,SHORT_DESC,LONG_DESC1,RETAIL_DESC,MARKETING_DESCRIPTION,ITEM_FEATURES_1,ITEM_FEATURES_2,ITEM_FEATURES_3,ITEM_FEATURES_4,ITEM_FEATURES_5,ITEM_FEATURES_6,ITEM_FEATURES_7,ITEM_FEATURES_8,ITEM_FEATURES_9,ITEM_FEATURES_10,ITEM_FEATURES_11,ITEM_FEATURES_12,ITEM_FEATURES_13,ITEM_FEATURES_14,ITEM_FEATURES_15,ITEM_FEATURES_16,ITEM_FEATURES_17,ITEM_FEATURES_18,ITEM_FEATURES_19,ITEM_FEATURES_20,With,Standard/Approvals,Prop 65,Application,Includes,Product Name,ATTRIBUTE_LABEL 1,ATTRIBUTE_VALUE 1,ATTRIBUTE_UOM 1,ATTRIBUTE_LABEL 2,ATTRIBUTE_VALUE 2,ATTRIBUTE_UOM 2,ATTRIBUTE_LABEL 3,ATTRIBUTE_VALUE 3,ATTRIBUTE_UOM 3,ATTRIBUTE_LABEL 4,ATTRIBUTE_VALUE 4,ATTRIBUTE_UOM 4,ATTRIBUTE_LABEL 5,ATTRIBUTE_VALUE 5,ATTRIBUTE_UOM 5,ATTRIBUTE_LABEL 6,ATTRIBUTE_VALUE 6,ATTRIBUTE_UOM 6,ATTRIBUTE_LABEL 7,ATTRIBUTE_VALUE 7,ATTRIBUTE_UOM 7,ATTRIBUTE_LABEL 8,ATTRIBUTE_VALUE 8,ATTRIBUTE_UOM 8,ATTRIBUTE_LABEL 9,ATTRIBUTE_VALUE 9,ATTRIBUTE_UOM 9,ATTRIBUTE_LABEL 10,ATTRIBUTE_VALUE 10,ATTRIBUTE_UOM 10,ATTRIBUTE_LABEL 11,ATTRIBUTE_VALUE 11,ATTRIBUTE_UOM 11,ATTRIBUTE_LABEL 12,ATTRIBUTE_VALUE 12,ATTRIBUTE_UOM 12,ATTRIBUTE_LABEL 13,ATTRIBUTE_VALUE 13,ATTRIBUTE_UOM 13,ATTRIBUTE_LABEL 14,ATTRIBUTE_VALUE 14,ATTRIBUTE_UOM 14,ATTRIBUTE_LABEL 15,ATTRIBUTE_VALUE 15,ATTRIBUTE_UOM 15,ATTRIBUTE_LABEL 16,ATTRIBUTE_VALUE 16,ATTRIBUTE_UOM 16,ATTRIBUTE_LABEL 17,ATTRIBUTE_VALUE 17,ATTRIBUTE_UOM 17,ATTRIBUTE_LABEL 18,ATTRIBUTE_VALUE 18,ATTRIBUTE_UOM 18,ATTRIBUTE_LABEL 19,ATTRIBUTE_VALUE 19,ATTRIBUTE_UOM 19,ATTRIBUTE_LABEL 20,ATTRIBUTE_VALUE 20,ATTRIBUTE_UOM 20,ATTRIBUTE_LABEL 21,ATTRIBUTE_VALUE 21,ATTRIBUTE_UOM 21,ATTRIBUTE_LABEL 22,ATTRIBUTE_VALUE 22,ATTRIBUTE_UOM 22,ATTRIBUTE_LABEL 23,ATTRIBUTE_VALUE 23,ATTRIBUTE_UOM 23,ATTRIBUTE_LABEL 24,ATTRIBUTE_VALUE 24,ATTRIBUTE_UOM 24,ATTRIBUTE_LABEL 25,ATTRIBUTE_VALUE 25,ATTRIBUTE_UOM 25,ATTRIBUTE_LABEL 26,ATTRIBUTE_VALUE 26,ATTRIBUTE_UOM 26,ATTRIBUTE_LABEL 27,ATTRIBUTE_VALUE 27,ATTRIBUTE_UOM 27,ATTRIBUTE_LABEL 28,ATTRIBUTE_VALUE 28,ATTRIBUTE_UOM 28,ATTRIBUTE_LABEL 29,ATTRIBUTE_VALUE 29,ATTRIBUTE_UOM 29,ATTRIBUTE_LABEL 30,ATTRIBUTE_VALUE 30,ATTRIBUTE_UOM 30,ATTRIBUTE_LABEL 31,ATTRIBUTE_VALUE 31,ATTRIBUTE_UOM 31,ATTRIBUTE_LABEL 32,ATTRIBUTE_VALUE 32,ATTRIBUTE_UOM 32,ATTRIBUTE_LABEL 33,ATTRIBUTE_VALUE 33,ATTRIBUTE_UOM 33,ATTRIBUTE_LABEL 34,ATTRIBUTE_VALUE 34,ATTRIBUTE_UOM 34,ATTRIBUTE_LABEL 35,ATTRIBUTE_VALUE 35,ATTRIBUTE_UOM 35,ATTRIBUTE_LABEL 36,ATTRIBUTE_VALUE 36,ATTRIBUTE_UOM 36,ATTRIBUTE_LABEL 37,ATTRIBUTE_VALUE 37,ATTRIBUTE_UOM 37,ATTRIBUTE_LABEL 38,ATTRIBUTE_VALUE 38,ATTRIBUTE_UOM 38,ATTRIBUTE_LABEL 39,ATTRIBUTE_VALUE 39,ATTRIBUTE_UOM 39,ATTRIBUTE_LABEL 40,ATTRIBUTE_VALUE 40,ATTRIBUTE_UOM 40,ATTRIBUTE_LABEL 41,ATTRIBUTE_VALUE 41,ATTRIBUTE_UOM 41,ATTRIBUTE_LABEL 42,ATTRIBUTE_VALUE 42,ATTRIBUTE_UOM 42,ATTRIBUTE_LABEL 43,ATTRIBUTE_VALUE 43,ATTRIBUTE_UOM 43,ATTRIBUTE_LABEL 44,ATTRIBUTE_VALUE 44,ATTRIBUTE_UOM 44,ATTRIBUTE_LABEL 45,ATTRIBUTE_VALUE 45,ATTRIBUTE_UOM 45,ATTRIBUTE_LABEL 46,ATTRIBUTE_VALUE 46,ATTRIBUTE_UOM 46,ATTRIBUTE_LABEL 47,ATTRIBUTE_VALUE 47,ATTRIBUTE_UOM 47,ATTRIBUTE_LABEL 48,ATTRIBUTE_VALUE 48,ATTRIBUTE_UOM 48,ATTRIBUTE_LABEL 49,ATTRIBUTE_VALUE 49,ATTRIBUTE_UOM 49,ATTRIBUTE_LABEL 50,ATTRIBUTE_VALUE 50,ATTRIBUTE_UOM 50,UPC,EAN,GTIN,UNSPSC,Warranty,List Price,Selling Qty,Selling UOM,Standard Packaging Information,LENGTH,LENGTH_UOM,HEIGHT,HEIGHT_UOM,WIDTH,WIDTH_UOM,WEIGHT,WEIGHT_UOM,VOLUME,VOLUME_UOM,Product Image,Alternate Image 1,Alternate Image 2,Alternate Image 3,Alternate Image 4,SDS,SDS_1,Warranty Information,Catalog,Specification Sheet,Instruction/Installation Manual,Service Manual,Owners/User Manual,Line Drawing,MTR,RoHS,Full Engineering Drawing,Energy Star Guide,Technical Bulletin,Submittal,Compatibility Chart,Size Chart,Product Label/Insert,Video Link,Video Link 1,Country Of Origin,Discontinued,Actual Image (Yes/No)
https://www.mirkaabrasivesinc.com/products/9a570320,https://www.mirkaabrasivesinc.com/docs/datasheets/9a570320.pdf,https://www.industrialdistributor.com/p/9a570320,,,,25000011,Abrasive Discs & Wheels,Abrasive Mesh Strips,Abrasive Mesh Strip,PROD-0011,9A-570-320,9A-570-320 Abranet 2.75x30,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Mirka Abrasives Inc (MIRUS),Mirka Abrasives Inc,Abranet,,9A-570-320,,Abrasive Discs & Wheels > Abrasive Mesh Strips,Abranet Abrasive Mesh Strip 9A-570-320,9A-570-320 ABRANET 2.75X30,The Abranet Abrasive Mesh Strip is a verified Abrasive Mesh Strip.,[Product Overview] Brand: Abranet | Product Type: Abrasive Mesh Strip [Verified Specifications] [Product Details] This product listing contains specifications verified by the Prodexa validation and evidence pipeline.,Abranet Abrasive Mesh Strip 9A-570-320,[Product Overview] Brand: Abranet | Product Type: Abrasive Mesh Strip [Verified Specifications] [Product Details] This product listing contains specifications verified by the Prodexa validation and evidence pipeline.,,,,,,,,,,,,,,,,,,,,,,,,,,Abrasive Mesh Strip,Dimensions,2-3/4 in x 30 in,in,Size,2.75 in x 30 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30 in,,,,2-3/4 in,,,,,,https://www.mirkaabrasivesinc.com/products/9a570320,,,,,,,,,https://www.mirkaabrasivesinc.com/docs/datasheets/9a570320.pdf,,,,,,,,,,,,,,,,,,Yes
https://www.freudtools.com/products/dbd090094101f,https://www.freudtools.com/docs/datasheets/dbd090094101f.pdf,https://www.industrialdistributor.com/p/dbd090094101f,,,,25000012,Abrasive Discs & Wheels,Cut-Off Discs,Cut-Off Disc,PROD-0012,DBD090094101F,"DBD090094101F Diablo 9"" - Metal Cut-Off Disc",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Freud Inc (2435),Freud Inc,Diablo,,DBD090094101F,,Abrasive Discs & Wheels > Cut-Off Discs,Diablo Cut-Off Disc DBD090094101F,"DBD090094101F DIABLO 9"" - METAL CUT-OFF DISC",The Diablo Cut-Off Disc is a verified Cut-Off Disc.,[Product Overview] Brand: Diablo | Product Type: Cut-Off Disc [Verified Specifications] [Product Details] This product listing contains specifications verified by the Prodexa validation and evidence pipeline.,Diablo Cut-Off Disc DBD090094101F,[Product Overview] Brand: Diablo | Product Type: Cut-Off Disc [Verified Specifications] [Product Details] This product listing contains specifications verified by the Prodexa validation and evidence pipeline.,,,,,,,,,,,,,,,,,,,,,,,,,,Cut-Off Disc,Diameter,9 in,in,Size,9 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.freudtools.com/products/dbd090094101f,,,,,,,,,https://www.freudtools.com/docs/datasheets/dbd090094101f.pdf,,,,,,,,,,,,,,,,,,Yes
https://www.freudtools.com/products/dbds12125a01f,https://www.freudtools.com/docs/datasheets/dbds12125a01f.pdf,https://www.industrialdistributor.com/p/dbds12125a01f,,,,25000013,Abrasive Discs & Wheels,Cut-Off Discs,Cut-Off Disc,PROD-0013,DBDS12125A01F,"DBDS12125A01F Diablo 12"" - Steel Demon Metal Cut-Off Disc",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Freud Inc (2435),Freud Inc,Diablo,,DBDS12125A01F,,Abrasive Discs & Wheels > Cut-Off Discs,Diablo Cut-Off Disc DBDS12125A01F,"DBDS12125A01F DIABLO 12"" - STEEL DEMON METAL CUT-OFF DISC",The Diablo Cut-Off Disc is a verified Cut-Off Disc.,[Product Overview] Brand: Diablo | Product Type: Cut-Off Disc [Verified Specifications] [Product Details] This product listing contains specifications verified by the Prodexa validation and evidence pipeline.,Diablo Cut-Off Disc DBDS12125A01F,[Product Overview] Brand: Diablo | Product Type: Cut-Off Disc [Verified Specifications] [Product Details] This product listing contains specifications verified by the Prodexa validation and evidence pipeline.,,,,,,,,,,,,,,,,,,,,,,,,,,Cut-Off Disc,Diameter,12 in,in,Size,12 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.freudtools.com/products/dbds12125a01f,,,,,,,,,https://www.freudtools.com/docs/datasheets/dbds12125a01f.pdf,,,,,,,,,,,,,,,,,,Yes
https://www.freudtools.com/products/dbds12125g01f,https://www.freudtools.com/docs/datasheets/dbds12125g01f.pdf,https://www.industrialdistributor.com/p/dbds12125g01f,,,,25000014,Abrasive Discs & Wheels,Cut-Off Discs,Cut-Off Disc,PROD-0014,DBDS12125G01F,"DBDS12125G01F Diablo 12""x20mm - Speed Demon Metal Cut-Off Disc",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Freud Inc (2435),Freud Inc,Diablo,,DBDS12125G01F,,Abrasive Discs & Wheels > Cut-Off Discs,Diablo Cut-Off Disc DBDS12125G01F,"DBDS12125G01F DIABLO 12""X20MM - SPEED DEMON METAL CUT-OFF DISC",The Diablo Cut-Off Disc is a verified Cut-Off Disc.,[Product Overview] Brand: Diablo | Product Type: Cut-Off Disc [Verified Specifications] [Product Details] This product listing contains specifications verified by the Prodexa validation and evidence pipeline.,Diablo Cut-Off Disc DBDS12125G01F,[Product Overview] Brand: Diablo | Product Type: Cut-Off Disc [Verified Specifications] [Product Details] This product listing contains specifications verified by the Prodexa validation and evidence pipeline.,,,,,,,,,,,,,,,,,,,,,,,,,,Cut-Off Disc,Diameter,12 in,in,Size,12 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.freudtools.com/products/dbds12125g01f,,,,,,,,,https://www.freudtools.com/docs/datasheets/dbds12125g01f.pdf,,,,,,,,,,,,,,,,,,Yes
https://www.freudtools.com/products/dbds14125a01f,https://www.freudtools.com/docs/datasheets/dbds14125a01f.pdf,https://www.industrialdistributor.com/p/dbds14125a01f,,,,25000015,Abrasive Discs & Wheels,Cut-Off Discs,Cut-Off Disc,PROD-0015,DBDS14125A01F,"DBDS14125A01F Diablo 14""x1"" - Steel Demon Metal Cut-Off Disc",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Freud Inc (2435),Freud Inc,Diablo,,DBDS14125A01F,,Abrasive Discs & Wheels > Cut-Off Discs,Diablo Cut-Off Disc DBDS14125A01F,"DBDS14125A01F DIABLO 14""X1"" - STEEL DEMON METAL CUT-OFF DISC",The Diablo Cut-Off Disc is a verified Cut-Off Disc.,[Product Overview] Brand: Diablo | Product Type: Cut-Off Disc [Verified Specifications] [Product Details] This product listing contains specifications verified by the Prodexa validation and evidence pipeline.,Diablo Cut-Off Disc DBDS14125A01F,[Product Overview] Brand: Diablo | Product Type: Cut-Off Disc [Verified Specifications] [Product Details] This product listing contains specifications verified by the Prodexa validation and evidence pipeline.,,,,,,,,,,,,,,,,,,,,,,,,,,Cut-Off Disc,Diameter,14 in,in,Size,14 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.freudtools.com/products/dbds14125a01f,,,,,,,,,https://www.freudtools.com/docs/datasheets/dbds14125a01f.pdf,,,,,,,,,,,,,,,,,,Yes
https://www.freudtools.com/products/dbds14125g01f,https://www.freudtools.com/docs/datasheets/dbds14125g01f.pdf,https://www.industrialdistributor.com/p/dbds14125g01f,,,,25000016,Abrasive Discs & Wheels,Cut-Off Discs,Cut-Off Disc,PROD-0016,DBDS14125G01F,"DBDS14125G01F Diablo 14""x20mm - Steel Demon Metal Cut-Off Disc",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Freud Inc (2435),Freud Inc,Diablo,,DBDS14125G01F,,Abrasive Discs & Wheels > Cut-Off Discs,Diablo Cut-Off Disc DBDS14125G01F,"DBDS14125G01F DIABLO 14""X20MM - STEEL DEMON METAL CUT-OFF DISC",The Diablo Cut-Off Disc is a verified Cut-Off Disc.,[Product Overview] Brand: Diablo | Product Type: Cut-Off Disc [Verified Specifications] [Product Details] This product listing contains specifications verified by the Prodexa validation and evidence pipeline.,Diablo Cut-Off Disc DBDS14125G01F,[Product Overview] Brand: Diablo | Product Type: Cut-Off Disc [Verified Specifications] [Product Details] This product listing contains specifications verified by the Prodexa validation and evidence pipeline.,,,,,,,,,,,,,,,,,,,,,,,,,,Cut-Off Disc,Diameter,14 in,in,Size,14 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.freudtools.com/products/dbds14125g01f,,,,,,,,,https://www.freudtools.com/docs/datasheets/dbds14125g01f.pdf,,,,,,,,,,,,,,,,,,Yes
https://www.milwaukeetool.com/products/49940013,https://www.milwaukeetool.com/docs/datasheets/49940013.pdf,https://www.milwaukeetool.com/catalogs/specifications.pdf,https://www.industrialdistributor.com/p/49940013,,,25000017,Abrasive Discs & Wheels,Cut-Off Discs,Cut-Off Disc,PROD-0017,49-94-0013,"49-94-0013 Milw 5""x.045""x7/8"" Metal Cut Off Disc",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031),Milwaukee Accessory,Milwaukee,,49-94-0013,,Abrasive Discs & Wheels > Cut-Off Discs,Milwaukee Cut-Off Disc 49-94-0013,"49-94-0013 MILW 5""X.045""X7/8"" METAL CUT OFF DISC",The Milwaukee Cut-Off Disc is a verified Cut-Off Disc.,[Product Overview] Brand: Milwaukee | Product Type: Cut-Off Disc [Verified Specifications] [Product Details] This product listing contains specifications verified by the Prodexa validation and evidence pipeline.,Milwaukee Cut-Off Disc 49-94-0013,[Product Overview] Brand: Milwaukee | Product Type: Cut-Off Disc [Verified Specifications] [Product Details] This product listing contains specifications verified by the Prodexa validation and evidence pipeline.,,,,,,,,,,,,,,,,,,,,,,,,,,Cut-Off Disc,Diameter,5 in,in,Size,5 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.milwaukeetool.com/products/49940013,,,,,,,,https://www.milwaukeetool.com/catalogs/specifications.pdf,https://www.milwaukeetool.com/docs/datasheets/49940013.pdf,,,,,,,,,,,,,,,,,,Yes
https://www.milwaukeetool.com/products/49940029,https://www.milwaukeetool.com/docs/datasheets/49940029.pdf,https://www.industrialdistributor.com/p/49940029,,,,25000018,Abrasive Discs & Wheels,Cut-Off Discs,Cut-Off Disc,PROD-0018,49-94-0029,"49-94-0029 Milw 6-1/2""x1/8""x5/8"" DKO Metal Cut Off Disc",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031),Milwaukee Accessory,Milwaukee,,49-94-0029,,Abrasive Discs & Wheels > Cut-Off Discs,Milwaukee Cut-Off Disc 49-94-0029,"49-94-0029 MILW 6-1/2""X1/8""X5/8"" DKO METAL CUT OFF DISC",The Milwaukee Cut-Off Disc is a verified Cut-Off Disc.,[Product Overview] Brand: Milwaukee | Product Type: Cut-Off Disc [Verified Specifications] [Product Details] This product listing contains specifications verified by the Prodexa validation and evidence pipeline.,Milwaukee Cut-Off Disc 49-94-0029,[Product Overview] Brand: Milwaukee | Product Type: Cut-Off Disc [Verified Specifications] [Product Details] This product listing contains specifications verified by the Prodexa validation and evidence pipeline.,,,,,,,,,,,,,,,,,,,,,,,,,,Cut-Off Disc,Diameter,6-1/2 in,in,Size,6-1/2 in x 1/8 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/8 in,,,,6-1/2 in,,,,,,https://www.milwaukeetool.com/products/49940029,,,,,,,,,https://www.milwaukeetool.com/docs/datasheets/49940029.pdf,,,,,,,,,,,,,,,,,,Yes
https://www.milwaukeetool.com/products/49940033,https://www.milwaukeetool.com/docs/datasheets/49940033.pdf,https://www.industrialdistributor.com/p/49940033,,,,25000019,Abrasive Discs & Wheels,Cut-Off Discs,Cut-Off Disc,PROD-0019,49-94-0033,"49-94-0033 Milw 7""x1/16""x7/8"" Metal Cut Off Disc",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031),Milwaukee Accessory,Milwaukee,,49-94-0033,,Abrasive Discs & Wheels > Cut-Off Discs,Milwaukee Cut-Off Disc 49-94-0033,"49-94-0033 MILW 7""X1/16""X7/8"" METAL CUT OFF DISC",The Milwaukee Cut-Off Disc is a verified Cut-Off Disc.,[Product Overview] Brand: Milwaukee | Product Type: Cut-Off Disc [Verified Specifications] [Product Details] This product listing contains specifications verified by the Prodexa validation and evidence pipeline.,Milwaukee Cut-Off Disc 49-94-0033,[Product Overview] Brand: Milwaukee | Product Type: Cut-Off Disc [Verified Specifications] [Product Details] This product listing contains specifications verified by the Prodexa validation and evidence pipeline.,,,,,,,,,,,,,,,,,,,,,,,,,,Cut-Off Disc,Diameter,7 in,in,Size,1/16 in x 7/8 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/8 in,,,,1/16 in,,,,,,https://www.milwaukeetool.com/products/49940033,,,,,,,,,https://www.milwaukeetool.com/docs/datasheets/49940033.pdf,,,,,,,,,,,,,,,,,,Yes
https://www.milwaukeetool.com/products/49940001,https://www.milwaukeetool.com/docs/datasheets/49940001.pdf,https://www.industrialdistributor.com/p/49940001,,,,25000020,Abrasive Discs & Wheels,Cut-Off Discs,Cut-Off Disc,PROD-0020,49-94-0001,"49-94-0001 Milw 4""x.040""x5/8"" Metal Cut Off Disc",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031),Milwaukee Accessory,Milwaukee,,49-94-0001,,Abrasive Discs & Wheels > Cut-Off Discs,Milwaukee Cut-Off Disc 49-94-0001,"49-94-0001 MILW 4""X.040""X5/8"" METAL CUT OFF DISC",The Milwaukee Cut-Off Disc is a verified Cut-Off Disc.,[Product Overview] Brand: Milwaukee | Product Type: Cut-Off Disc [Verified Specifications] [Product Details] This product listing contains specifications verified by the Prodexa validation and evidence pipeline.,Milwaukee Cut-Off Disc 49-94-0001,[Product Overview] Brand: Milwaukee | Product Type: Cut-Off Disc [Verified Specifications] [Product Details] This product listing contains specifications verified by the Prodexa validation and evidence pipeline.,,,,,,,,,,,,,,,,,,,,,,,,,,Cut-Off Disc,Diameter,4 in,in,Size,4 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.milwaukeetool.com/products/49940001,,,,,,,,,https://www.milwaukeetool.com/docs/datasheets/49940001.pdf,,,,,,,,,,,,,,,,,,Yes
https://www.milwaukeetool.com/products/49940039,https://www.milwaukeetool.com/docs/datasheets/49940039.pdf,https://www.industrialdistributor.com/p/49940039,,,,25000021,Abrasive Discs & Wheels,Cut-Off Discs,Cut-Off Disc,PROD-0021,49-94-0039,"49-94-0039 Milw 7""x1/8""x5/8"" DKO Metal Cut Off Disc",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031),Milwaukee Accessory,Milwaukee,,49-94-0039,,Abrasive Discs & Wheels > Cut-Off Discs,Milwaukee Cut-Off Disc 49-94-0039,"49-94-0039 MILW 7""X1/8""X5/8"" DKO METAL CUT OFF DISC",The Milwaukee Cut-Off Disc is a verified Cut-Off Disc.,[Product Overview] Brand: Milwaukee | Product Type: Cut-Off Disc [Verified Specifications] [Product Details] This product listing contains specifications verified by the Prodexa validation and evidence pipeline.,Milwaukee Cut-Off Disc 49-94-0039,[Product Overview] Brand: Milwaukee | Product Type: Cut-Off Disc [Verified Specifications] [Product Details] This product listing contains specifications verified by the Prodexa validation and evidence pipeline.,,,,,,,,,,,,,,,,,,,,,,,,,,Cut-Off Disc,Diameter,7 in,in,Size,1/8 in x 5/8 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/8 in,,,,1/8 in,,,,,,https://www.milwaukeetool.com/products/49940039,,,,,,,,,https://www.milwaukeetool.com/docs/datasheets/49940039.pdf,,,,,,,,,,,,,,,,,,Yes
https://www.milwaukeetool.com/products/49940043,https://www.milwaukeetool.com/docs/datasheets/49940043.pdf,https://www.industrialdistributor.com/p/49940043,,,,25000022,Abrasive Discs & Wheels,Cut-Off Discs,Cut-Off Disc,PROD-0022,49-94-0043,"49-94-0043 Milw 9""x3/32""x7/8"" Metal Cut Off Disc",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031),Milwaukee Accessory,Milwaukee,,49-94-0043,,Abrasive Discs & Wheels > Cut-Off Discs,Milwaukee Cut-Off Disc 49-94-0043,"49-94-0043 MILW 9""X3/32""X7/8"" METAL CUT OFF DISC",The Milwaukee Cut-Off Disc is a verified Cut-Off Disc.,[Product Overview] Brand: Milwaukee | Product Type: Cut-Off Disc [Verified Specifications] [Product Details] This product listing contains specifications verified by the Prodexa validation and evidence pipeline.,Milwaukee Cut-Off Disc 49-94-0043,[Product Overview] Brand: Milwaukee | Product Type: Cut-Off Disc [Verified Specifications] [Product Details] This product listing contains specifications verified by the Prodexa validation and evidence pipeline.,,,,,,,,,,,,,,,,,,,,,,,,,,Cut-Off Disc,Diameter,9 in,in,Size,3/32 in x 7/8 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/8 in,,,,3/32 in,,,,,,https://www.milwaukeetool.com/products/49940043,,,,,,,,,https://www.milwaukeetool.com/docs/datasheets/49940043.pdf,,,,,,,,,,,,,,,,,,Yes
